"id"	"setid"	"longft"	"shortft"	"row"	"col"	"block"	"dbh"	"year"	"site"	"name"	"plot"	"ibap"	"iba"	"ibamai"	"batot"	"ht"	"stms"	"canker"	"nline"	"neline"	"eline"	"seline"	"sline"	"swline"	"wline"	"nwline"	"lineindex"	"areaindex"	"sname2"	"ndbh"	"nedbh"	"edbh"	"sedbh"	"sdbh"	"swdbh"	"wdbh"	"nwdbh"	"sname3"	"dbhc"	"dbha"	"dbhr"	"sdbhr1d"	"sdbhr2d"	"bar"	"sbar"
"1572"	1572	3	9	9	18	3	"5"	2.9	"2007"	"U07m"	"83XAA04"	"15"	NA	NA	0.015	0.046	NA	NA	NA	4.7	8.8	5.1	7.5	5.7	5.4	4.9	7.1	49.31	103.99	"83XAA04"	20	4	16	14	8	33	18	17	"83XAA04"	8	2.3	1.26	6.34	11.03	1.45	5.52
"1573"	1573	3	9	9	19	3	"5"	1.7	"2007"	"U07m"	"83XAA04"	"15"	NA	NA	0.005	0.016	NA	NA	NA	3.3	5.5	4.1	3.9	3.5	5.3	2.7	5.3	33.71	48.11	"83XAA04"	23	16	14	32	21	18	33	18	"83XAA04"	8	2.79	0.61	13.12	5.14	0.35	22.74
"1574"	1574	3	9	9	20	3	"5"	2.7	"2007"	"U07m"	"83XAA04"	"15"	NA	NA	0.013	0.039	NA	NA	NA	5.5	7.3	3.7	7.2	4.8	10.1	4.8	5.2	48.58	98.46	"83XAA04"	8	14	32	15	18	98	18	33	"83XAA04"	8	2.38	1.14	7.04	11.73	1.1	7.26
"1639"	1639	3	9	9	1	7	"2"	2.7	"2007"	"U07m"	"83XAA04"	"31"	NA	NA	0.013	0.04	NA	NA	NA	9	12.7	7.6	12.7	4.2	6.6	4.2	12.7	69.77	206.63	"83XAA04"	NA	NA	96	NA	25	19	25	NA	"83XAA04"	4	1.15	2.35	3.41	8.22	2.27	3.53
"1640"	1640	3	9	9	2	7	"2"	3.1	"2007"	"U07m"	"83XAA04"	"31"	NA	NA	0.017	0.052	NA	NA	NA	4.8	11	9	11.6	5.5	6.4	5	6.4	59.56	158.44	"83XAA04"	21	96	NA	94	14	25	19	25	"83XAA04"	7	1.77	1.75	4.58	22.47	2.07	3.86
"1641"	1641	3	9	9	3	7	"2"	2	"2007"	"U07m"	"83XAA04"	"31"	NA	NA	0.007	0.022	NA	NA	NA	3.5	12.7	7.8	9.1	3.8	9.1	3.5	5.7	55.28	126.34	"83XAA04"	25	NA	94	99	21	99	25	19	"83XAA04"	7	1.66	1.2	6.65	14.5	0.94	8.53
"1642"	1642	3	9	9	4	7	"2"	2.7	"2007"	"U07m"	"83XAA04"	"31"	NA	NA	0.013	0.04	NA	NA	NA	5.2	11.5	6.9	8	8.7	7	6.9	5.9	60.12	157.31	"83XAA04"	14	94	99	7	92	16	99	25	"83XAA04"	8	1.36	1.98	4.04	47.89	2.6	3.07
"1651"	1651	3	9	9	13	7	"3"	3.1	"2007"	"U07m"	"83XAA04"	"34"	NA	NA	0.017	0.052	NA	NA	NA	8.5	7.9	5.2	8.1	4.9	11.3	8.5	9.2	63.36	174.71	"83XAA04"	93	10	17	9	20	95	93	3	"83XAA04"	8	1.32	2.34	3.42	47.23	3.74	2.14
"1652"	1652	3	9	9	14	7	"3"	2.6	"2007"	"U07m"	"83XAA04"	"34"	NA	NA	0.012	0.037	NA	NA	NA	4.1	6.8	5.3	12.7	4.1	12.7	7.8	11.8	65.36	168.23	"83XAA04"	25	17	9	NA	25	NA	95	93	"83XAA04"	6	1.36	1.91	4.19	23.75	1.93	4.13
"1653"	1653	3	9	9	15	7	"3"	3.1	"2007"	"U07m"	"83XAA04"	"34"	NA	NA	0.018	0.053	NA	NA	NA	4.9	8.1	9	7.3	4.5	9.4	9	11.3	63.42	174.65	"83XAA04"	20	9	NA	17	25	2	NA	95	"83XAA04"	6	1.41	2.19	3.65	15.83	2.93	2.73
"1654"	1654	3	9	9	16	7	"3"	3.1	"2007"	"U07m"	"83XAA04"	"34"	NA	NA	0.017	0.051	NA	NA	NA	4.5	12.7	5.2	7.4	8	7.9	6.6	12.7	65.07	169	"83XAA04"	25	NA	17	16	95	10	2	NA	"83XAA04"	6	1.38	2.25	3.55	15.96	3.11	2.57
"1685"	1685	3	9	9	5	9	"2"	3.3	"2007"	"U07m"	"80XAA04"	"42"	NA	NA	0.02	0.059	NA	NA	NA	7.2	7.5	5.6	8.6	4.6	10.2	6.1	10.2	60.04	151.59	"80XAA04"	99	17	14	7	26	99	7	99	"80XAA04"	8	1.64	2.02	3.97	20.62	3.28	2.44
"1686"	1686	3	9	9	6	9	"2"	3.2	"2007"	"U07m"	"80XAA04"	"42"	NA	NA	0.019	0.056	NA	NA	NA	4.4	7.8	6	8.5	4.7	9.7	7.2	8.5	56.85	136.81	"80XAA04"	27	14	7	7	23	1	99	7	"80XAA04"	8	1.85	1.73	4.63	16.87	2.51	3.19
"1687"	1687	3	9	9	7	9	"2"	2.9	"2007"	"U07m"	"80XAA04"	"42"	NA	NA	0.016	0.047	NA	NA	NA	4.3	8.2	5.8	8.4	4.1	7.5	6.7	10	54.95	125.91	"80XAA04"	26	7	7	6	29	14	1	99	"80XAA04"	8	1.9	1.53	5.24	15.27	1.9	4.22
"1688"	1688	3	9	9	8	9	"2"	3.5	"2007"	"U07m"	"80XAA04"	"42"	NA	NA	0.023	0.068	NA	NA	NA	4.9	8.7	6.3	10.1	5.7	7.6	5.7	9.9	58.99	145.56	"80XAA04"	23	7	6	100	14	18	14	1	"80XAA04"	8	1.79	1.96	4.09	18.07	3.4	2.35
"1693"	1693	3	9	9	13	9	"3"	1.8	"2007"	"U07m"	"80XAA04"	"44"	NA	NA	0.006	0.019	NA	NA	NA	6.8	12.7	6.8	12.7	4.2	6.4	4	6.2	59.62	151.48	"80XAA04"	97	NA	97	NA	15	9	17	10	"80XAA04"	6	1.16	1.55	5.17	9.59	1.5	5.33
"1694"	1694	3	9	9	14	9	"3"	2.1	"2007"	"U07m"	"80XAA04"	"44"	NA	NA	0.008	0.024	NA	NA	NA	4.8	9.9	9	11.6	4.8	12.7	4.8	6.1	63.86	169.78	"80XAA04"	9	97	NA	93	9	NA	9	17	"80XAA04"	6	1.06	1.98	4.05	18.41	2.29	3.49
"1695"	1695	3	9	9	15	9	"3"	1.8	"2007"	"U07m"	"80XAA04"	"44"	NA	NA	0.006	0.018	NA	NA	NA	4.2	12.7	8.1	9.2	5.6	5.6	9	6.4	60.68	157.9	"80XAA04"	15	NA	93	98	2	17	NA	9	"80XAA04"	6	1.02	1.76	4.56	15.85	1.77	4.53
"1696"	1696	3	9	9	16	9	"3"	1.1	"2007"	"U07m"	"80XAA04"	"44"	NA	NA	0.002	0.007	NA	NA	NA	3.4	10.8	5.5	4	2.5	4.2	2.9	12.7	46.04	81.77	"80XAA04"	9	93	98	18	23	16	17	NA	"80XAA04"	7	1.56	0.7	11.36	9.5	0.34	23.2
"1697"	1697	3	9	9	17	9	"6"	2.9	"2007"	"U07m"	"83XAA04"	"45"	NA	NA	0.016	0.047	NA	NA	NA	6.5	10.3	4.9	10.3	5.2	7.2	5.1	7.1	56.63	133.95	"83XAA04"	2	98	18	98	15	16	16	17	"83XAA04"	8	1.71	1.69	4.72	17.41	2.46	3.25
"1698"	1698	3	9	9	18	9	"6"	2.1	"2007"	"U07m"	"83XAA04"	"45"	NA	NA	0.008	0.024	NA	NA	NA	3.8	5.9	6.8	6.7	3.8	7.2	4.4	6.2	44.77	85.84	"83XAA04"	23	18	98	10	23	7	16	16	"83XAA04"	8	2.1	1	8	9.65	0.91	8.83
"1699"	1699	3	9	9	19	9	"6"	2.9	"2007"	"U07m"	"83XAA04"	"45"	NA	NA	0.016	0.047	NA	NA	NA	5.2	10.3	5.4	9.2	4.2	8.2	5.8	7.2	55.59	127.33	"83XAA04"	15	98	10	2	27	7	7	16	"83XAA04"	8	1.81	1.6	5	15.51	2.2	3.63
"1700"	1700	3	9	9	20	9	"6"	3.3	"2007"	"U07m"	"83XAA04"	"45"	NA	NA	0.02	0.06	NA	NA	NA	4.8	8.1	6.7	12.4	7.1	10	6.1	8.6	63.68	172.64	"83XAA04"	23	10	2	92	100	100	7	7	"83XAA04"	8	1.38	2.4	3.33	50.33	4.36	1.83
"1718"	1718	3	9	9	17	10	"6"	2.4	"2007"	"U07m"	"80XAA04"	"46"	NA	NA	0.011	0.032	NA	NA	NA	7	8.3	4.5	7.8	7	6.8	4.1	8.7	54.12	125.81	"80XAA04"	98	4	18	6	98	15	23	2	"80XAA04"	8	1.59	1.51	5.29	15.46	1.86	4.29
"1719"	1719	3	9	9	18	10	"6"	0.7	"2007"	"U07m"	"80XAA04"	"46"	NA	NA	0.001	0.003	NA	NA	NA	2	2.9	2.9	4.2	2.4	2.5	2.3	2.5	21.64	20.74	"80XAA04"	18	18	6	5	10	23	15	23	"80XAA04"	8	2.19	0.32	25	2.73	0.1	82.8
"1720"	1720	3	9	9	19	10	"6"	1.9	"2007"	"U07m"	"80XAA04"	"46"	NA	NA	0.006	0.019	NA	NA	NA	6.6	7.1	5.2	8.3	5.7	4.7	3.6	6	47.17	98.56	"80XAA04"	98	6	5	1	2	27	23	15	"80XAA04"	8	1.75	1.09	7.37	11.1	0.94	8.48
"1721"	1721	3	9	9	20	10	"6"	1.1	"2007"	"U07m"	"80XAA04"	"46"	NA	NA	0.002	0.007	NA	NA	NA	3.3	5.6	4.7	7	8.3	7	2.3	3.5	41.62	80.81	"80XAA04"	10	5	1	100	92	100	27	23	"80XAA04"	8	1.55	0.71	11.27	16.62	0.35	22.73
"1723"	1723	3	9	9	1	11	"1"	1.5	"2007"	"U07m"	"NM6"	"51"	NA	NA	0.004	0.012	NA	NA	NA	9	12.7	4	5	3.6	8.3	3.6	12.7	58.95	149.78	"NM6"	NA	NA	10	17	17	99	16	NA	"NM6"	5	1.19	1.26	6.33	4.65	0.92	8.74
"1724"	1724	3	9	9	2	11	"1"	2.3	"2007"	"U07m"	"NM6"	"51"	NA	NA	0.01	0.029	NA	NA	NA	5.4	7	4.5	7.7	4.3	6.4	6.7	6.5	48.48	101.13	"NM6"	6	10	17	6	19	17	99	16	"NM6"	8	1.88	1.23	6.52	11.12	1.39	5.75
"1725"	1725	3	9	9	3	11	"1"	2.5	"2007"	"U07m"	"NM6"	"51"	NA	NA	0.011	0.034	NA	NA	NA	4.7	6.6	5.6	8.2	5.5	6.6	4.7	9.6	51.55	112.03	"NM6"	17	17	6	5	7	17	17	99	"NM6"	8	1.81	1.38	5.8	12.49	1.75	4.57
"1726"	1726	3	9	9	4	11	"1"	1.6	"2007"	"U07m"	"NM6"	"51"	NA	NA	0.005	0.014	NA	NA	NA	3.5	6.6	4.8	5.8	4	5.7	3.7	5.2	39.27	66.09	"NM6"	19	6	5	10	14	14	17	17	"NM6"	8	1.99	0.81	9.94	6.68	0.63	12.75
"1727"	1727	3	9	9	5	11	"2"	2	"2007"	"U07m"	"NM6"	"52"	NA	NA	0.007	0.022	NA	NA	NA	5	7.5	4.6	5.3	4.5	7.1	4.5	5.9	44.4	84.93	"NM6"	7	5	10	22	14	7	14	17	"NM6"	8	1.95	1.03	7.8	8.57	1.01	7.96
"1728"	1728	3	9	9	6	11	"2"	2	"2007"	"U07m"	"NM6"	"52"	NA	NA	0.007	0.022	NA	NA	NA	4.5	6.5	3.8	5.2	4.3	7.1	5	6.4	42.69	78.39	"NM6"	14	10	22	23	16	7	7	14	"NM6"	8	2.13	0.94	8.5	7.87	0.85	9.46
"1729"	1729	3	9	9	7	11	"2"	2.2	"2007"	"U07m"	"NM6"	"52"	NA	NA	0.009	0.026	NA	NA	NA	4.7	5.6	3.9	6.5	3.5	7.6	5.2	7.4	44.39	83.36	"NM6"	14	22	23	15	28	6	7	7	"NM6"	8	2.24	0.98	8.14	8.56	0.89	9.01
"1730"	1730	3	9	9	8	11	"2"	3.4	"2007"	"U07m"	"NM6"	"52"	NA	NA	0.021	0.063	NA	NA	NA	5.5	6.9	5.6	7.7	9	10.1	6.2	8.7	59.59	156.65	"NM6"	16	23	15	16	NA	100	6	7	"NM6"	7	1.67	2.03	3.94	14.05	3.29	2.43
"1732"	1732	3	9	9	10	11	"3"	2.1	"2007"	"U07m"	"NM6"	"53"	NA	NA	0.008	0.023	NA	NA	NA	9	6.2	6.8	5.6	4.3	9.5	9	8.9	59.29	157.93	"NM6"	NA	16	98	21	17	98	NA	100	"NM6"	6	1.19	1.77	4.52	10.98	1.84	4.36
"1733"	1733	3	9	9	11	11	"3"	2.3	"2007"	"U07m"	"NM6"	"53"	NA	NA	0.01	0.029	NA	NA	NA	4.7	9.8	4.1	9.4	4.4	12.7	6.9	12.7	64.81	162.13	"NM6"	15	98	21	99	18	NA	98	NA	"NM6"	6	1.17	1.96	4.09	12.35	2.22	3.61
"1734"	1734	3	9	9	12	11	"3"	2.4	"2007"	"U07m"	"NM6"	"53"	NA	NA	0.01	0.031	NA	NA	NA	4.6	6	6.7	11.3	7	10.2	9	9.9	64.65	183.75	"NM6"	17	21	99	94	98	97	NA	98	"NM6"	7	1.01	2.37	3.38	23.79	3.15	2.54
"1735"	1735	3	9	9	13	11	"4"	0.7	"2007"	"U07m"	"NM6"	"54"	NA	NA	0.001	0.003	NA	NA	NA	2	5.9	6.3	3.9	5.7	12.7	4.8	12.7	54.17	112.5	"NM6"	18	99	94	7	95	NA	97	NA	"NM6"	6	0.76	0.92	8.71	6.85	0.41	19.53
"1736"	1736	3	9	9	14	11	"4"	0.4	"2007"	"U07m"	"NM6"	"54"	NA	NA	0	0.001	NA	NA	NA	3.3	7.3	1.8	3.4	2.3	8.5	9	5.1	40.57	73.75	"NM6"	98	94	7	2	3	93	NA	97	"NM6"	7	0.71	0.56	14.25	5.52	0.21	38.69
"1737"	1737	3	9	9	15	11	"4"	1.2	"2007"	"U07m"	"NM6"	"54"	NA	NA	0.003	0.008	NA	NA	NA	6.7	5.5	4.7	8.5	4.3	8	7.7	12.7	58.19	148.41	"NM6"	95	7	2	97	4	98	93	NA	"NM6"	7	0.74	1.63	4.92	15.48	1.77	4.52
"1738"	1738	3	9	9	16	11	"4"	1.3	"2007"	"U07m"	"NM6"	"54"	NA	NA	0.003	0.009	NA	NA	NA	4.7	6.9	6.2	7.5	3.2	4.5	5.9	11	49.77	106.52	"NM6"	3	2	97	100	18	18	98	93	"NM6"	8	1.19	1.09	7.31	15.32	0.85	9.39
"1739"	1739	3	9	9	17	11	"5"	2.4	"2007"	"U07m"	"NM6"	"55"	NA	NA	0.01	0.031	NA	NA	NA	5.8	10.2	6.5	7.1	5.5	9.9	4.5	9.9	59.42	145.92	"NM6"	4	97	100	10	6	98	18	98	"NM6"	8	1.25	1.92	4.17	19.23	2.98	2.68
"1740"	1740	3	9	9	18	11	"5"	1.5	"2007"	"U07m"	"NM6"	"55"	NA	NA	0.004	0.012	NA	NA	NA	3.5	8	4	5	4.7	5.6	6.1	4.9	41.71	74.26	"NM6"	18	100	10	17	5	10	98	18	"NM6"	8	1.74	0.86	9.27	8.36	0.66	12.13
"1741"	1741	3	9	9	19	11	"5"	1.4	"2007"	"U07m"	"NM6"	"55"	NA	NA	0.004	0.011	NA	NA	NA	4.3	5.4	3.4	6.1	5.3	7.1	3.8	8.5	43.98	80.94	"NM6"	6	10	17	6	1	2	10	98	"NM6"	8	1.49	0.94	8.5	8.62	0.8	10.06
"1742"	1742	3	9	9	20	11	"5"	1	"2007"	"U07m"	"NM6"	"55"	NA	NA	0.002	0.005	NA	NA	NA	3.8	3.9	3.6	6.4	4.7	11.6	4.3	4.4	42.55	78.16	"NM6"	5	17	6	1	100	92	2	10	"NM6"	8	1.27	0.78	10.2	15.36	0.5	16.14
"1760"	1760	3	9	9	17	12	"6"	0.9	"2007"	"U07m"	"NM6"	"56"	NA	NA	0.002	0.005	NA	NA	NA	5.4	12.7	9	12.7	2.9	4.8	2.5	5.2	55.18	141.8	"NM6"	97	NA	NA	NA	10	6	18	4	"NM6"	5	0.96	0.94	8.56	3.64	0.47	16.88
"1761"	1761	3	9	9	18	12	"6"	1.9	"2007"	"U07m"	"NM6"	"56"	NA	NA	0.006	0.019	NA	NA	NA	6.1	12.7	9	12.7	4.1	7.3	5	5.6	62.62	172.53	"NM6"	100	NA	NA	NA	17	5	6	18	"NM6"	5	1.06	1.79	4.47	6.35	1.8	4.45
"1762"	1762	3	9	9	19	12	"6"	2.3	"2007"	"U07m"	"NM6"	"56"	NA	NA	0.01	0.029	NA	NA	NA	4.9	12.7	9	12.7	5.4	8.9	5.6	7.7	67	190.99	"NM6"	10	NA	NA	NA	6	1	5	6	"NM6"	5	0.91	2.52	3.17	8.22	3.82	2.09
"1763"	1763	3	9	9	20	12	"6"	1.5	"2007"	"U07m"	"NM6"	"56"	NA	NA	0.004	0.013	NA	NA	NA	3.6	12.7	9	12.7	5.4	8	5.4	6.6	63.35	172.5	"NM6"	17	NA	NA	NA	1	100	1	5	"NM6"	5	0.82	1.82	4.4	6.39	1.79	4.47
